id,name,image_path,price,added_date,business_id,description,gender,masterCategory,subCategory,articleType,baseColour,season,usage
29321,ADIDAS Men Black Jersey,images\29321.jpg,174.3,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports
9031,Buckaroo Men loma Tan Casual Shoes,images\9031.jpg,86.12,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,Casual
6845,Timberland Unisex Hiker Round Lace Shoe Accessories,images\6845.jpg,12.03,1970-01-01 00:00:00,,,Unisex,Accessories,Shoe Accessories,Shoe Laces,Black,Summer,Casual
18466,Reebok Reebounce Women Perfumes,images\18466.jpg,150.0,1970-01-01 00:00:00,,,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual
26369,Arrow Woman Blue Shirt,images\26369.jpg,188.47,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual
33489,Doodle Kids Boy Check Green Shirt,images\33489.jpg,54.01,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Green,Summer,Casual
59056,Carlton London Women Blue & Cream Shoes,images\59056.jpg,144.1,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,Casual
15379,Fila Men Lobato Black Casual Shoes,images\15379.jpg,107.63,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
45409,Rocia Women Black & Brown Sandals,images\45409.jpg,45.04,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Flats,Black,Winter,Casual
56822,John Players Men Beige Shorts,images\56822.jpg,16.13,1970-01-01 00:00:00,,,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual
58184,Rocky S Women Beige Handbag,images\58184.jpg,85.45,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Beige,Summer,Casual
40947,Gini and Jony Boys Core Red T-shirt,images\40947.jpg,141.9,1970-01-01 00:00:00,,,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual
39381,Peter England Men Party Black Jeans,images\39381.jpg,85.03,1970-01-01 00:00:00,,,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual
15977,Turtle Solid Men Red Shirt,images\15977.jpg,144.63,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Red,Fall,Casual
32769,Music Men Printed Blue T-shirt,images\32769.jpg,28.42,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Blue,Spring,Casual
10439,Flying Machine Men Walnut Brown Tshirts,images\10439.jpg,64.23,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Brown,Fall,Casual
59264,Titan Women White Watch,images\59264.jpg,44.91,1970-01-01 00:00:00,,,Women,Accessories,Watches,Watches,White,Winter,Casual
14099,Flying Machine Women Solid Pink Tops,images\14099.jpg,101.08,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tops,Pink,Fall,Casual
1852,Inkfruit Men Ride It Or Die T-shirt,images\1852.jpg,18.83,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual
30802,Fabindia Men Blue Shirt,images\30802.jpg,19.31,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Blue,Summer,Ethnic
51009,Enamor Rose Full Figure Bra FF07,images\51009.jpg,121.78,1970-01-01 00:00:00,,,Women,Apparel,Innerwear,Bra,Rose,Summer,Casual
29113,Puma Women Pack of 3 Socks,images\29113.jpg,87.21,1970-01-01 00:00:00,,,Women,Accessories,Socks,Socks,White,Summer,Casual
7399,Red Tape Men's Black Formal Shoe,images\7399.jpg,40.12,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal
26967,Jealous 21 Women Check Navy Blue Top,images\26967.jpg,74.97,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual
27089,Aneri Women Jazz Brown Kurta,images\27089.jpg,126.16,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic
48124,Fossil Women Brown Huarache Weave Belt,images\48124.jpg,138.12,1970-01-01 00:00:00,,,Women,Accessories,Belts,Belts,Brown,Summer,Casual
9203,Puma Men Axis XT Black Shoes,images\9203.jpg,134.66,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
51835,Bwitch Red Lace  Briefs,images\51835.jpg,21.08,1970-01-01 00:00:00,,,Women,Apparel,Innerwear,Briefs,Red,Summer,Casual
3739,ADIDAS Men Delhi Daredevil Blue Cap,images\3739.jpg,193.56,1970-01-01 00:00:00,,,Men,Accessories,Headwear,Caps,Blue,Fall,Sports
19786,U.S. Polo Assn. Men Solid Navy Blue Tshirt,images\19786.jpg,73.02,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,Casual
44948,Puma Men Black Aquil II Sports Shoes,images\44948.jpg,151.68,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports
24091,Manchester United Men Navy Blue Striped T-shirt,images\24091.jpg,84.77,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
57563,Lotus Herbals Pure Colours Nutty Brown Lipstick 666,images\57563.jpg,55.4,1970-01-01 00:00:00,,,Women,Personal Care,Lips,Lipstick,Brown,Spring,
33026,Mother Earth Women Pink Kurta,images\33026.jpg,172.98,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic
41406,Wrangler Women Pink T-shirt,images\41406.jpg,177.07,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual
11376,United Colors Of Benetton Women Light Winter Grey Tops,images\11376.jpg,84.84,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tops,Grey,Fall,Casual
25143,Lino Perros Women Silver Clutch,images\25143.jpg,49.94,1970-01-01 00:00:00,,,Women,Accessories,Bags,Clutches,Silver,Winter,Casual
44174,Nike Fragrances Women Sensual Touch Perfume and Deo Set,images\44174.jpg,33.08,1970-01-01 00:00:00,,,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,Casual
5253,Wildcraft Unisex Black & Grey Duffel Bag,images\5253.jpg,89.22,1970-01-01 00:00:00,,,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,Casual
20431,Baggit Women Tijori Viva Brown Wallet,images\20431.jpg,15.9,1970-01-01 00:00:00,,,Women,Accessories,Wallets,Wallets,Brown,Winter,Casual
14604,United Colors of Benetton Men Stripes Green Socks,images\14604.jpg,22.99,1970-01-01 00:00:00,,,Men,Accessories,Socks,Socks,Green,Summer,Casual
4381,Superman Men's Silhouette Light Blue T-shirt,images\4381.jpg,44.88,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual
46623,Nike Unisex Ultimatum Max Backpack,images\46623.jpg,122.81,1970-01-01 00:00:00,,,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual
19927,ADIDAS Men Receptor Grey Sandals,images\19927.jpg,88.17,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Grey,Fall,Casual
7504,Nike Women's Smash Pink T-shirt,images\7504.jpg,80.28,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tshirts,Pink,Summer,Sports
22366,Ed Hardy Men New Tiger White T-Shirt,images\22366.jpg,16.66,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
3998,Spalding Men's Black and White Graphic Flip Flop,images\3998.jpg,137.91,1970-01-01 00:00:00,,,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual
51694,Van Heusen Unisex Sunglasses VH216-C2,images\51694.jpg,33.14,1970-01-01 00:00:00,,,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual
16153,Enroute Men Leather Black Formal Shoes,images\16153.jpg,75.91,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal
17081,Lino Perros Women Denim Blue Wallet,images\17081.jpg,157.81,1970-01-01 00:00:00,,,Women,Accessories,Wallets,Wallets,Blue,Winter,Casual
50746,Red Chief Men Black Formal Shoes,images\50746.jpg,105.08,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal
34203,Proline Men Charcoal Grey Track Pants,images\34203.jpg,199.78,1970-01-01 00:00:00,,,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,Casual
55234,Lakme 9to5 Flawless Makeup Marble Foundation,images\55234.jpg,52.27,1970-01-01 00:00:00,,,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,Casual
13421,United Colors of Benetton Men Stripes Black Polo T-shirts,images\13421.jpg,111.91,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
27614,Scullers Men Beige Trousers,images\27614.jpg,172.06,1970-01-01 00:00:00,,,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual
22154,Lee Cooper Men Black Formal Shoes,images\22154.jpg,19.84,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal
16361,Peter England Men Stripes Maroon Shirt,images\16361.jpg,48.33,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal
46411,ADIDAS Men Black Sweatshirt,images\46411.jpg,121.72,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Sweatshirts,Black,Summer,Casual
7736,Puma Men Ferrari Lifestyle Red Cap,images\7736.jpg,117.89,1970-01-01 00:00:00,,,Men,Accessories,Headwear,Caps,Red,Fall,Casual
34031,Gini and Jony Boys Check Blue Shirt,images\34031.jpg,49.98,1970-01-01 00:00:00,,,Boys,Apparel,Topwear,Shirts,Blue,Summer,Casual
50574,Chromozome Men Pack of Two Trunks,images\50574.jpg,97.34,1970-01-01 00:00:00,,,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,Casual
22968,U.S. Polo Assn. Unisex Casual Olive Backpack,images\22968.jpg,174.3,1970-01-01 00:00:00,,,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual
3396,Murcia Women Turquoise Blue Handbag,images\3396.jpg,51.22,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Blue,Winter,Casual
31543,Classic Polo Men Striped Navy Blue T-shirt,images\31543.jpg,47.89,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
55006,Lakme Sheer Satin Lip Gloss 51,images\55006.jpg,115.47,1970-01-01 00:00:00,,,Women,Personal Care,Lips,Lip Gloss,Copper,Spring,
19329,Puma Men Standpunkt Brown Casual Shoes,images\19329.jpg,70.53,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual
13613,Hanes Men Sleeveless V Neck Red Innerwear T-shirt,images\13613.jpg,30.14,1970-01-01 00:00:00,,,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,Casual
27426,Jockey Women Grey Melange Shorts,images\27426.jpg,125.84,1970-01-01 00:00:00,,,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,Casual
2244,ADIDAS Women's Black T-shirt,images\2244.jpg,59.23,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual
43163,Fastrack Men White Dial Watch,images\43163.jpg,160.82,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,White,Winter,Casual
33214,Sepia Women Printed Black & Green Tunic,images\33214.jpg,118.4,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tunics,Black,Summer,Casual
10096,Reebok Women Reeflex Run Blue Sports Shoes,images\10096.jpg,165.29,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports
11144,Scullers Men Price Catch Black Shirts,images\11144.jpg,59.69,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Black,Fall,Casual
25371,Levis Men Maroon Innerwear Vest,images\25371.jpg,115.36,1970-01-01 00:00:00,,,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,Casual
20603,Baggit Women Selection Mayur Black Sling Bag,images\20603.jpg,120.0,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Black,Winter,Casual
58719,ALayna Women Off White  Kurta,images\58719.jpg,85.11,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Off White,Summer,Ethnic
11978,FILA Men Aruba Navy Blue Sandal,images\11978.jpg,89.44,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,Casual
36766,Maxima Men Black Watch,images\36766.jpg,38.95,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,Black,Winter,Casual
45294,CASIO SHEEN Women Black Dial Watch SX041,images\45294.jpg,65.6,1970-01-01 00:00:00,,,Women,Accessories,Watches,Watches,Black,Winter,Casual
52223,Lencia White Swarovski Pearl Necklace,images\52223.jpg,187.33,1970-01-01 00:00:00,,,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,Casual
34455,Rocia Women Black Shoes,images\34455.jpg,163.3,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Heels,Black,Spring,Formal
6280,UCB Men's Making Light Pink T-shirt,images\6280.jpg,48.15,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual
46075,Lino Perros Men Black Leather Belt,images\46075.jpg,176.38,1970-01-01 00:00:00,,,Men,Accessories,Belts,Belts,Black,Summer,Casual
35587,Gliders Men Brown Leather Sandals,images\35587.jpg,16.96,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual
7352,Tantra Men's Whatever Purple T-shirt,images\7352.jpg,58.57,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual
27042,Yelloe Black Animal Print Clutch,images\27042.jpg,181.03,1970-01-01 00:00:00,,,Women,Accessories,Bags,Clutches,Black,Summer,Casual
2620,Nike Men's Colors Team India T-shirt,images\2620.jpg,139.76,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports
43507,French Connection Men Maroon T-shirt,images\43507.jpg,57.38,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual
28836,BIBA Women Printed Multi Coloured Kurta,images\28836.jpg,163.08,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic
31127,Gini and Jony Girls Black Dress,images\31127.jpg,182.35,1970-01-01 00:00:00,,,Girls,Apparel,Dress,Dresses,Black,Summer,Casual
26190,4711 Kolnisch Wasser Men Perfume,images\26190.jpg,104.84,1970-01-01 00:00:00,,,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual
55462,Revlon Super Lustrous Plum Baby Lipstick 313,images\55462.jpg,194.39,1970-01-01 00:00:00,,,Women,Personal Care,Lips,Lipstick,Purple,Spring,Casual
11520,United Colors of Benetton Women Denim Black Jeans,images\11520.jpg,106.56,1970-01-01 00:00:00,,,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual
25715,ADIDAS Unisex Blue Cap,images\25715.jpg,37.23,1970-01-01 00:00:00,,,Unisex,Accessories,Headwear,Caps,Blue,Summer,Sports
41250,Arrow Men Black & Brown Reversible Belt,images\41250.jpg,55.7,1970-01-01 00:00:00,,,Men,Accessories,Belts,Belts,Brown,Summer,Formal
40382,Tokyo Talkies Women Pink Top,images\40382.jpg,71.22,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tops,Pink,Summer,Casual
38298,Reid & Taylor Men Brown Wallet,images\38298.jpg,151.27,1970-01-01 00:00:00,,,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual
57335,Amante White Bra BCSO01,images\57335.jpg,167.17,1970-01-01 00:00:00,,,Women,Apparel,Innerwear,Bra,White,Winter,Casual
52647,Mod'acc Women Black Handbag,images\52647.jpg,85.74,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Black,Summer,Casual
20267,Catwalk Women Casual Black Heels,images\20267.jpg,60.08,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Heels,Black,Winter,Casual
14052,Flying Machine Men Solid White Shirts,images\14052.jpg,187.2,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,White,Fall,Casual
53795,Puma Men Black T-shirt,images\53795.jpg,164.5,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
44722,Lotto Women Red & Orange Disco Holic Flip Flops,images\44722.jpg,16.85,1970-01-01 00:00:00,,,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,Casual
5405,Kalenji Ekiden Comfort Prime 2011,images\5405.jpg,43.75,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
39178,Aneri Women Blue & Brown Printed Kurta,images\39178.jpg,45.62,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic
32590,ONLY Women Brown Shorts,images\32590.jpg,144.1,1970-01-01 00:00:00,,,Women,Apparel,Bottomwear,Shorts,Brown,Summer,Casual
11712,Lee Men Solid Blue Shirts,images\11712.jpg,40.85,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual
25527,Wrangler Women Stella Green Shirt,images\25527.jpg,109.41,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Shirts,Green,Summer,Casual
57107,Elle Women Green Essentials Top,images\57107.jpg,110.15,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tops,Olive,Summer,Casual
20869,Fila Men Camper Brown Sandals,images\20869.jpg,22.2,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Brown,Fall,Casual
33442,Baggit Women Rade Doko Teal Handbag,images\33442.jpg,71.29,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Teal,Winter,Casual
58973,Colour Me Women Pink Perfume,images\58973.jpg,78.3,1970-01-01 00:00:00,,,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual
52475,Red Rose White & Red Dot Print Bath Robe,images\52475.jpg,158.4,1970-01-01 00:00:00,,,Women,Apparel,Loungewear and Nightwear,Bath Robe,White,Winter,
39944,GAS Men Grey Namib Shoes,images\39944.jpg,43.16,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual
21187,ADIDAS Men Plugged In Yellow Flip Flops,images\21187.jpg,186.19,1970-01-01 00:00:00,,,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,Casual
36130,Nike Men Dunk High Grey Shoes,images\36130.jpg,84.66,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual
44510,Converse Unisex Black Shoes,images\44510.jpg,36.05,1970-01-01 00:00:00,,,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
20055,United Colors Of Benetton Women Grey Muffler,images\20055.jpg,130.11,1970-01-01 00:00:00,,,Women,Accessories,Mufflers,Mufflers,Grey,Fall,Casual
50322,Aurelia Women Black Kurta,images\50322.jpg,186.6,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic
28238,Park Avenue Men Cruise Deo,images\28238.jpg,32.53,1970-01-01 00:00:00,,,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual
13879,Scullers Men Check Red Shirts,images\13879.jpg,139.54,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Red,Fall,Casual
47395,Baggit Women Green Handbag,images\47395.jpg,168.22,1970-01-01 00:00:00,,,Women,Accessories,Bags,Handbags,Green,Summer,Casual
46247,Fusion Beats Women Dark Pink Tunic,images\46247.jpg,67.86,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tunics,Pink,Summer,Casual
7160,Scullers For Her Women Fashion Summer Lite Aubergine Tunics,images\7160.jpg,79.7,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tunics,Purple,Fall,Casual
22702,Nike Women Beige Dunk High Casual Shoes,images\22702.jpg,94.75,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,Casual
8914,Puma Men Future Cat Remix SF White Sports Shoes,images\8914.jpg,199.38,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
16537,Probase Men Check Blue Cap,images\16537.jpg,123.81,1970-01-01 00:00:00,,,Men,Accessories,Headwear,Caps,Blue,Fall,Casual
43735,Royal Diadem Set of 2 Golden Bangles,images\43735.jpg,61.22,1970-01-01 00:00:00,,,Women,Accessories,Jewellery,Bangle,Gold,Summer,Ethnic
13045,Inc 5 Women Casual Maroon Sandals,images\13045.jpg,90.32,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Flats,Maroon,Winter,Casual
27270,Mother Earth Women Printed Maroon Kurta,images\27270.jpg,132.1,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Maroon,Fall,Ethnic
12197,Basics Men Orange Polo T-shirt,images\12197.jpg,102.72,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual
55650,Catwalk Women Multi-coloured Heels,images\55650.jpg,172.6,1970-01-01 00:00:00,,,Women,Footwear,Shoes,Heels,Multi,Winter,Casual
31315,W Women Brown Kurta,images\31315.jpg,112.37,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic
6274,UCB Women's Crystal Benetton Green T-shirt,images\6274.jpg,187.92,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual
47153,Gini and Jony Girls Pink Capris,images\47153.jpg,116.34,1970-01-01 00:00:00,,,Girls,Apparel,Bottomwear,Capris,Pink,Summer,Casual
17623,ADIDAS Men Solid Grey Track Pant,images\17623.jpg,147.1,1970-01-01 00:00:00,,,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports
48927,Lucera Women Silver Ring,images\48927.jpg,15.45,1970-01-01 00:00:00,,,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual
51036,Enamor Women Lavender Nightdress,images\51036.jpg,151.98,1970-01-01 00:00:00,,,Women,Apparel,Loungewear and Nightwear,Nightdress,Lime Green,Summer,Casual
26958,Jealous 21 Women Teal Shirt,images\26958.jpg,151.53,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Shirts,Teal,Summer,Casual
46081,ADIDAS Men Navy Blue Benton Sandals,images\46081.jpg,15.68,1970-01-01 00:00:00,,,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,Casual
35573,Gliders Men Esquire Blue Flip Flops,images\35573.jpg,32.69,1970-01-01 00:00:00,,,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual
13283,Gini and Jony Kids Boys Check Blue Shirts,images\13283.jpg,93.68,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
54544,F Sports Men Black Pace Sports Shoes,images\54544.jpg,121.8,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
30001,Aspen Women White Dial Watch,images\30001.jpg,198.36,1970-01-01 00:00:00,,,Women,Accessories,Watches,Watches,White,Winter,Casual
29910,Police Men Black Dial Watch PL12170JSB,images\29910.jpg,164.29,1970-01-01 00:00:00,,,Men,Accessories,Watches,Watches,Black,Winter,Casual
3706,Classic Polo Men's Grey Red & Brown Stripe T-shirt,images\3706.jpg,120.46,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual
26164,John Miller Men Striped Grey Trousers,images\26164.jpg,137.15,1970-01-01 00:00:00,,,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal
55496,Revlon ColorBurst Hot Pink Lip Gloss 10,images\55496.jpg,123.08,1970-01-01 00:00:00,,,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Casual
56213,Estelle Women Gold Earrings,images\56213.jpg,191.85,1970-01-01 00:00:00,,,Women,Accessories,Jewellery,Earrings,Gold,Winter,Casual
15948,Turtle Men Stripes Burgundy Ties,images\15948.jpg,106.39,1970-01-01 00:00:00,,,Men,Accessories,Ties,Ties,Burgundy,Fall,Formal
40376,Tokyo Talkies Women Yellow Top,images\40376.jpg,34.58,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual
24633,ADIDAS Women Polka Pink Flip Flops,images\24633.jpg,38.59,1970-01-01 00:00:00,,,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,Casual
10406,United Colors of Benetton Women Solid Grey Dresses,images\10406.jpg,55.03,1970-01-01 00:00:00,,,Women,Apparel,Dress,Dresses,Grey,Fall,Casual
4523,Puma Men's Faas Blue White Silver Red Shoe,images\4523.jpg,25.59,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports
45604,Arrow Men Brown Formal Shoes,images\45604.jpg,69.21,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal
15174,Arrow Men Yellow Polo T-shirt,images\15174.jpg,78.27,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual
21341,Pal Zileri Men Casual Steel Frame Sunglasses,images\21341.jpg,105.23,1970-01-01 00:00:00,,,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,Casual
53761,Puma Men Green and Blue T-shirt,images\53761.jpg,19.65,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual
37224,United Colors of Benetton Women Purple Shirt,images\37224.jpg,163.8,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Shirts,Purple,Summer,Casual
32564,ONLY Women Orange Trousers,images\32564.jpg,14.4,1970-01-01 00:00:00,,,Women,Apparel,Bottomwear,Trousers,Orange,Summer,Casual
56021,Colorbar Soft Touch Venus Lipstick 034,images\56021.jpg,159.93,1970-01-01 00:00:00,,,Women,Personal Care,Lips,Lipstick,Mauve,Spring,Casual
24401,Vishudh Women Brown Printed Kurta,images\24401.jpg,53.98,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic
10634,Carlton London Men Black Oxford Wingtip Brogues,images\10634.jpg,108.35,1970-01-01 00:00:00,,,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal
40144,Gini and Jony Girls Pretty Blossom Pink Top,images\40144.jpg,123.13,1970-01-01 00:00:00,,,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual
58987,Cavallini Women Deo,images\58987.jpg,144.71,1970-01-01 00:00:00,,,Women,Personal Care,Fragrance,Deodorant,Lavender,Spring,Casual
59069,Peri Peri Women White Bra,images\59069.jpg,184.92,1970-01-01 00:00:00,,,Women,Apparel,Innerwear,Bra,White,Summer,Casual
15346,Nike Men Special Edition 3 Star Beed Black Tshirts,images\15346.jpg,131.6,1970-01-01 00:00:00,,,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual
52481,Red Rose Pink & Black Nightdress,images\52481.jpg,37.92,1970-01-01 00:00:00,,,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Pink,Winter,Casual
21173,s.Oliver Women Grey Shirt,images\21173.jpg,150.48,1970-01-01 00:00:00,,,Women,Apparel,Topwear,Shirts,Grey,Fall,Casual
4711,ADIDAS Unisex Toronto Hand Black Watch,images\4711.jpg,109.56,1970-01-01 00:00:00,,,Unisex,Accessories,Watches,Watches,Black,Winter,Sports
40978,Gini and Jony Boys United Red T-shirt,images\40978.jpg,60.47,1970-01-01 00:00:00,,,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual
